** CONVERTED FROM M:\glab\tmp\demo_2010-07-30-15h06m47.edf using edfapi 3.0 Win32 Dec 19 2008 on Fri Jul 30 15:06:47 2010
** DATE: Fri Jul 30 14:28:14 2010
** TYPE: EDF_FILE BINARY EVENT SAMPLE TAGGED
** VERSION: EYELINK II 1
** SOURCE: EYELINK CL
** EYELINK II CL v3.10 Jan  4 2007
** CAMERA: EyeLink CL Board=0.3 Sensor=BID
** SERIAL NUMBER: CL1-6CA02
** CAMERA_CONFIG: 6CA02140.scd
**

MSG	12641994 DISPLAY_COORDS 0 0 799 599
MSG	12642044 RECCFG CR 1000 2 1 R
MSG	12642044 GAZE_COORDS 0.00 0.00 799.00 599.00
MSG	12642044 THRESHOLDS R 68 211
MSG	12642044 ELCL_PROC CENTROID (3)
MSG	12642044 ELCL_PCR_PARAM 5 3.0
START	12642045 	RIGHT	SAMPLES	EVENTS
12644748	  455.5	  312.9	 3646.0	...
12644749	  455.6	  313.4	 3653.0	...
12644750	  455.6	  313.4	 3647.0	...
12644751	  455.5	  313.1	 3648.0	...
12644752	  456.2	  312.8	 3649.0	...
12644753	  455.8	  313.0	 3656.0	...
12644754	  455.9	  312.9	 3666.0	...
12644755	  456.1	  312.8	 3677.0	...
12644756	  455.8	  313.3	 3677.0	...
12644757	  455.4	  313.2	 3677.0	...
12644758	  455.3	  314.1	 3669.0	...
12644759	  455.7	  313.9	 3672.0	...
12644760	  456.0	  313.7	 3675.0	...
12644761	  456.8	  313.4	 3688.0	...
12644762	  456.4	  313.8	 3684.0	...
12644763	  456.8	  313.5	 3688.0	...
12644764	  457.1	  313.2	 3692.0	...
12644765	  457.1	  312.7	 3704.0	...
12644766	  457.2	  312.5	 3708.0	...
12644767	  457.5	  312.3	 3713.0	...
12644768	  457.9	  311.9	 3707.0	...
12644769	  459.3	  311.7	 3701.0	...
12644770	  459.2	  311.6	 3707.0	...
12644771	  459.3	  311.9	 3703.0	...
12644772	  459.3	  312.2	 3712.0	...
12644773	  459.9	  312.3	 3708.0	...
12644774	  460.5	  312.2	 3707.0	...
12644775	  461.7	  312.2	 3706.0	...
12644776	  461.7	  312.6	 3700.0	...
12644777	  461.6	  313.1	 3699.0	...
12644778	  461.6	  312.7	 3700.0	...
12644779	  461.7	  312.4	 3701.0	...
12644780	  461.3	  311.8	 3703.0	...
12644781	  461.5	  311.6	 3700.0	...
12644782	  461.8	  311.6	 3697.0	...
12644783	  462.7	  311.5	 3688.0	...
12644784	  462.5	  311.5	 3684.0	...
12644785	  462.4	  311.9	 3690.0	...
12644786	  462.1	  311.6	 3697.0	...
12644787	  462.4	  311.5	 3700.0	...
12644788	  462.3	  311.5	 3701.0	...
12644789	  463.1	  310.1	 3701.0	...
12644790	  463.8	  309.9	 3701.0	...
12644791	  465.4	  309.8	 3698.0	...
12644792	  465.2	  310.4	 3696.0	...
12644793	  465.3	  311.0	 3700.0	...
12644794	  465.4	  311.6	 3685.0	...
12644795	  465.8	  311.6	 3683.0	...
12644796	  466.3	  311.9	 3688.0	...
12644797	  466.4	  311.7	 3684.0	...
12644798	  466.2	  312.0	 3681.0	...
12644799	  466.4	  311.8	 3677.0	...
12644800	  466.5	  311.7	 3678.0	...
12644801	  466.5	  311.7	 3678.0	...
12644802	  466.2	  311.8	 3681.0	...
12644803	  466.0	  312.3	 3684.0	...
12644804	  466.0	  311.4	 3686.0	...
12644805	  466.0	  311.5	 3688.0	...
12644806	  465.5	  311.6	 3693.0	...
12644807	  465.6	  312.8	 3698.0	...
12644808	  465.7	  311.7	 3696.0	...
12644809	  466.3	  312.0	 3702.0	...
12644810	  466.0	  312.3	 3701.0	...
12644811	  465.9	  313.0	 3708.0	...
12644812	  465.8	  313.8	 3709.0	...
12644813	  466.3	  314.0	 3707.0	...
12644814	  466.4	  314.3	 3705.0	...
12644815	  466.4	  314.3	 3704.0	...
12644816	  466.9	  313.8	 3703.0	...
12644817	  467.1	  313.7	 3706.0	...
12644818	  467.2	  313.6	 3704.0	...
12644819	  467.6	  314.3	 3706.0	...
12644820	  467.9	  314.0	 3704.0	...
12644821	  468.5	  314.4	 3703.0	...
12644822	  468.8	  314.8	 3703.0	...
12644823	  468.8	  314.4	 3704.0	...
12644824	  468.9	  314.0	 3683.0	...
EFIX R   12644267	12644824	558	  418.1	  306.8	   3516
SSACC R  12644825
12644825	  469.6	  312.1	 3681.0	...
12644826	  469.4	  311.4	 3679.0	...
12644827	  469.1	  310.8	 3674.0	...
12644828	  464.2	  310.8	 3677.0	...
12644829	  462.0	  310.7	 3668.0	...
12644830	  460.8	  309.6	 3660.0	...
12644831	  460.2	  307.1	 3651.0	...
12644832	  459.0	  306.7	 3647.0	...
12644833	  457.4	  306.4	 3646.0	...
12644834	  455.9	  305.6	 3649.0	...
12644835	  455.4	  304.7	 3648.0	...
12644836	  454.9	  302.6	 3663.0	...
12644837	  453.9	  301.8	 3664.0	...
12644838	  453.4	  301.1	 3661.0	...
12644839	  454.4	  300.9	 3658.0	...
12644840	  455.2	  296.9	 3663.0	...
12644841	  459.5	  296.1	 3659.0	...
12644842	  460.0	  295.4	 3656.0	...
12644843	  461.3	  296.3	 3654.0	...
12644844	  462.7	  297.2	 3653.0	...
12644845	  463.1	  296.8	 3655.0	...
12644846	  463.6	  296.9	 3655.0	...
ESACC R  12644825	12644846	22	  469.6	  312.1	  463.6	  296.9	   0.73	     76
SFIX R   12644847
12644847	  463.7	  297.0	 3654.0	...
12644848	  463.3	  297.2	 3674.0	...
12644849	  462.9	  297.4	 3695.0	...
12644850	  463.7	  296.2	 3685.0	...
12644851	  463.5	  296.6	 3682.0	...
12644852	  463.4	  297.0	 3679.0	...
12644853	  463.1	  297.3	 3675.0	...
12644854	  462.8	  297.6	 3672.0	...
12644855	  462.1	  298.0	 3673.0	...
12644856	  462.1	  298.3	 3673.0	...
12644857	  462.7	  298.9	 3694.0	...
12644858	  462.5	  299.6	 3694.0	...
12644859	  463.1	  300.2	 3693.0	...
12644860	  463.2	  300.3	 3691.0	...
12644861	  463.3	  300.3	 3654.0	...
12644862	  463.7	  302.0	 3649.0	...
12644863	  464.2	  302.7	 3646.0	...
12644864	  464.2	  303.5	 3649.0	...
12644865	  464.2	  303.4	 3653.0	...
12644866	  464.2	  303.6	 3657.0	...
12644867	  464.6	  303.0	 3656.0	...
12644868	  465.0	  302.3	 3654.0	...
12644869	  465.5	  302.2	 3662.0	...
12644870	  466.1	  302.2	 3669.0	...
12644871	  466.7	  301.7	 3688.0	...
12644872	  466.9	  301.2	 3687.0	...
12644873	  466.4	  301.6	 3695.0	...
12644874	  466.0	  301.4	 3704.0	...
12644875	  466.5	  301.3	 3712.0	...
12644876	  466.2	  302.2	 3711.0	...
12644877	  465.8	  302.0	 3714.0	...
12644878	  466.2	  301.8	 3718.0	...
12644879	  465.9	  302.1	 3719.0	...
12644880	  465.6	  302.5	 3710.0	...
12644881	  465.5	  302.7	 3711.0	...
12644882	  465.6	  302.9	 3710.0	...
12644883	  465.6	  303.1	 3715.0	...
12644884	  465.7	  303.0	 3712.0	...
12644885	  465.8	  303.3	 3710.0	...
12644886	  466.4	  302.9	 3699.0	...
12644887	  467.0	  302.6	 3695.0	...
12644888	  467.1	  302.4	 3694.0	...
12644889	  467.2	  302.3	 3694.0	...
12644890	  467.1	  302.3	 3685.0	...
12644891	  467.5	  302.3	 3685.0	...
12644892	  468.0	  302.3	 3685.0	...
12644893	  468.4	  302.3	 3688.0	...
12644894	  468.4	  301.5	 3690.0	...
12644895	  468.5	  301.8	 3688.0	...
12644896	  469.2	  301.6	 3693.0	...
12644897	  469.2	  301.5	 3698.0	...
12644898	  469.1	  302.8	 3696.0	...
12644899	  469.5	  302.6	 3694.0	...
12644900	  469.9	  302.3	 3691.0	...
12644901	  469.9	  302.7	 3689.0	...
12644902	  470.5	  302.4	 3690.0	...
12644903	  471.0	  302.1	 3683.0	...
12644904	  471.5	  302.2	 3684.0	...
12644905	  471.6	  302.1	 3686.0	...
12644906	  471.8	  301.9	 3681.0	...
12644907	  472.5	  301.9	 3691.0	...
12644908	  473.1	  301.9	 3684.0	...
12644909	  473.7	  301.5	 3684.0	...
12644910	  474.2	  301.1	 3685.0	...
12644911	  474.1	  300.7	 3688.0	...
12644912	  474.4	  300.7	 3692.0	...
12644913	  474.3	  300.7	 3695.0	...
12644914	  474.2	  300.3	 3698.0	...
12644915	  474.2	  300.3	 3690.0	...
12644916	  474.7	  300.2	 3695.0	...
12644917	  474.4	  300.2	 3697.0	...
12644918	  474.9	  300.0	 3696.0	...
12644919	  474.1	  300.1	 3711.0	...
12644920	  474.0	  300.1	 3715.0	...
12644921	  473.8	  299.5	 3717.0	...
12644922	  473.7	  299.8	 3718.0	...
12644923	  473.5	  299.9	 3717.0	...
12644924	  473.1	  299.9	 3725.0	...
12644925	  474.0	  300.2	 3724.0	...
12644926	  474.8	  300.2	 3724.0	...
12644927	  474.6	  300.2	 3723.0	...
12644928	  474.7	  301.0	 3724.0	...
12644929	  474.8	  300.2	 3722.0	...
12644930	  474.4	  300.9	 3722.0	...
12644931	  475.2	  300.8	 3720.0	...
12644932	  475.6	  301.2	 3717.0	...
12644933	  476.0	  301.1	 3712.0	...
12644934	  476.3	  301.8	 3709.0	...
12644935	  476.6	  302.4	 3706.0	...
12644936	  477.5	  302.4	 3692.0	...
12644937	  477.7	  302.4	 3678.0	...
12644938	  477.9	  302.4	 3673.0	...
12644939	  478.3	  302.3	 3673.0	...
12644940	  478.3	  302.1	 3674.0	...
12644941	  478.4	  302.6	 3671.0	...
12644942	  478.3	  303.1	 3669.0	...
12644943	  478.6	  302.8	 3672.0	...
12644944	  478.6	  302.5	 3674.0	...
12644945	  478.6	  302.8	 3682.0	...
12644946	  478.6	  303.1	 3701.0	...
12644947	  478.4	  302.6	 3707.0	...
12644948	  479.1	  302.2	 3706.0	...
12644949	  478.9	  302.3	 3705.0	...
12644950	  478.8	  302.5	 3715.0	...
12644951	  478.7	  303.1	 3725.0	...
12644952	  478.7	  303.1	 3732.0	...
12644953	  478.8	  303.2	 3730.0	...
12644954	  478.3	  303.3	 3728.0	...
12644955	  478.5	  303.1	 3729.0	...
12644956	  478.5	  303.7	 3728.0	...
12644957	  478.5	  303.9	 3729.0	...
12644958	  478.7	  304.0	 3723.0	...
12644959	  478.7	  304.3	 3721.0	...
12644960	  479.5	  304.5	 3718.0	...
12644961	  480.2	  304.5	 3714.0	...
12644962	  480.4	  304.6	 3714.0	...
12644963	  480.5	  303.6	 3708.0	...
12644964	  481.2	  303.4	 3709.0	...
12644965	  482.0	  303.3	 3704.0	...
12644966	  483.4	  303.5	 3702.0	...
12644967	  483.6	  303.0	 3700.0	...
12644968	  483.3	  303.3	 3701.0	...
12644969	  483.0	  303.7	 3701.0	...
12644970	  483.3	  303.6	 3701.0	...
12644971	  483.6	  303.5	 3707.0	...
12644972	  483.1	  303.8	 3713.0	...
12644973	  482.6	  304.1	 3716.0	...
12644974	  482.3	  304.7	 3716.0	...
12644975	  482.4	  304.7	 3715.0	...
12644976	  482.1	  304.7	 3718.0	...
12644977	  482.1	  304.8	 3721.0	...
12644978	  482.2	  304.8	 3728.0	...
12644979	  482.2	  304.9	 3721.0	...
12644980	  482.6	  305.0	 3718.0	...
12644981	  482.9	  304.7	 3715.0	...
12644982	  483.1	  304.7	 3694.0	...
12644983	  484.1	  304.8	 3693.0	...
12644984	  484.6	  304.9	 3696.0	...
12644985	  485.1	  304.8	 3695.0	...
12644986	  485.2	  305.0	 3695.0	...
12644987	  485.2	  305.2	 3692.0	...
12644988	  485.9	  304.3	 3686.0	...
12644989	  486.2	  304.7	 3686.0	...
12644990	  486.4	  305.1	 3686.0	...
12644991	  486.7	  305.1	 3686.0	...
12644992	  487.1	  304.6	 3675.0	...
12644993	  487.6	  304.9	 3683.0	...
12644994	  487.6	  305.2	 3685.0	...
12644995	  487.4	  305.7	 3687.0	...
12644996	  487.4	  305.3	 3696.0	...
12644997	  487.5	  305.5	 3698.0	...
12644998	  487.0	  305.7	 3700.0	...
12644999	  486.6	  306.4	 3703.0	...
12645000	  486.6	  305.7	 3700.0	...
12645001	  486.6	  305.4	 3700.0	...
12645002	  486.8	  305.4	 3700.0	...
12645003	  487.0	  305.4	 3699.0	...
12645004	  488.2	  305.5	 3698.0	...
12645005	  488.3	  305.1	 3692.0	...
12645006	  488.5	  305.5	 3689.0	...
12645007	  489.1	  305.6	 3686.0	...
12645008	  489.7	  305.6	 3683.0	...
12645009	  489.9	  305.7	 3682.0	...
12645010	  489.8	  305.7	 3685.0	...
12645011	  490.4	  305.2	 3686.0	...
12645012	  490.7	  305.1	 3686.0	...
12645013	  490.8	  305.3	 3688.0	...
12645014	  490.9	  305.5	 3686.0	...
12645015	  491.1	  305.5	 3694.0	...
12645016	  491.3	  305.3	 3695.0	...
12645017	  491.6	  305.5	 3696.0	...
12645018	  491.6	  305.7	 3698.0	...
12645019	  491.7	  304.9	 3687.0	...
12645020	  491.5	  305.4	 3692.0	...
12645021	  491.9	  304.5	 3689.0	...
12645022	  492.2	  303.6	 3687.0	...
12645023	  492.3	  304.4	 3686.0	...
12645024	  492.4	  305.1	 3683.0	...
12645025	  492.7	  305.1	 3681.0	...
12645026	  492.3	  305.9	 3679.0	...
12645027	  492.5	  306.0	 3683.0	...
12645028	  492.6	  306.1	 3687.0	...
12645029	  493.4	  305.6	 3686.0	...
12645030	  493.9	  305.9	 3685.0	...
12645031	  493.7	  306.1	 3686.0	...
12645032	  494.4	  305.8	 3677.0	...
12645033	  494.5	  305.5	 3681.0	...
12645034	  494.6	  305.7	 3669.0	...
12645035	  495.2	  305.8	 3658.0	...
12645036	  495.7	  304.5	 3655.0	...
12645037	  496.4	  304.2	 3661.0	...
12645038	  497.1	  303.9	 3652.0	...
12645039	  497.2	  303.9	 3651.0	...
12645040	  496.8	  304.0	 3651.0	...
12645041	  497.0	  304.9	 3651.0	...
12645042	  496.9	  305.0	 3645.0	...
12645043	  497.0	  305.1	 3644.0	...
12645044	  496.7	  306.1	 3642.0	...
12645045	  496.6	  306.2	 3639.0	...
12645046	  496.5	  306.3	 3640.0	...
12645047	  496.5	  306.4	 3641.0	...
12645048	  496.5	  306.6	 3642.0	...
12645049	  496.6	  306.5	 3642.0	...
12645050	  496.5	  306.7	 3653.0	...
12645051	  496.7	  306.6	 3664.0	...
12645052	  496.6	  307.1	 3664.0	...
12645053	  497.3	  306.7	 3657.0	...
12645054	  497.5	  306.4	 3661.0	...
12645055	  497.6	  306.4	 3664.0	...
12645056	  498.1	  305.6	 3678.0	...
12645057	  498.5	  305.5	 3680.0	...
12645058	  498.6	  305.5	 3681.0	...
12645059	  498.6	  305.5	 3682.0	...
12645060	  498.8	  305.5	 3683.0	...
12645061	  499.0	  306.4	 3686.0	...
12645062	  499.1	  306.4	 3684.0	...
12645063	  499.3	  305.9	 3682.0	...
12645064	  501.1	  305.9	 3677.0	...
12645065	  501.3	  305.7	 3653.0	...
12645066	  501.5	  305.6	 3652.0	...
12645067	  501.6	  305.3	 3652.0	...
12645068	  501.2	  305.2	 3652.0	...
12645069	  500.9	  305.8	 3647.0	...
12645070	  500.9	  305.5	 3643.0	...
12645071	  500.7	  305.4	 3642.0	...
12645072	  500.4	  305.4	 3646.0	...
12645073	  500.3	  305.4	 3650.0	...
12645074	  500.4	  305.8	 3652.0	...
12645075	  500.5	  306.2	 3652.0	...
12645076	  500.7	  306.1	 3653.0	...
12645077	  500.7	  306.1	 3658.0	...
12645078	  500.7	  306.0	 3660.0	...
12645079	  500.7	  306.4	 3661.0	...
12645080	  501.5	  306.4	 3648.0	...
12645081	  501.6	  306.4	 3649.0	...
12645082	  501.8	  306.6	 3647.0	...
12645083	  501.7	  306.6	 3649.0	...
12645084	  502.6	  306.5	 3647.0	...
12645085	  502.4	  306.7	 3662.0	...
12645086	  502.5	  306.9	 3665.0	...
12645087	  502.6	  306.8	 3668.0	...
12645088	  502.8	  306.9	 3660.0	...
12645089	  503.0	  307.0	 3653.0	...
12645090	  503.2	  306.8	 3646.0	...
12645091	  503.4	  306.7	 3649.0	...
12645092	  503.5	  306.7	 3649.0	...
12645093	  503.7	  307.1	 3650.0	...
12645094	  503.7	  307.5	 3657.0	...
12645095	  503.7	  306.9	 3659.0	...
12645096	  503.8	  307.1	 3659.0	...
12645097	  504.0	  307.3	 3659.0	...
12645098	  503.8	  308.2	 3658.0	...
12645099	  504.3	  308.0	 3669.0	...
12645100	  504.2	  308.1	 3667.0	...
12645101	  504.4	  308.2	 3666.0	...
12645102	  504.3	  308.4	 3668.0	...
12645103	  504.8	  308.6	 3665.0	...
12645104	  505.4	  308.6	 3662.0	...
12645105	  505.8	  308.4	 3654.0	...
12645106	  505.9	  308.8	 3650.0	...
12645107	  506.0	  309.1	 3647.0	...
12645108	  506.0	  309.4	 3632.0	...
12645109	  506.0	  309.5	 3618.0	...
12645110	  506.5	  309.2	 3619.0	...
12645111	  507.0	  308.8	 3621.0	...
12645112	  507.1	  308.8	 3621.0	...
12645113	  507.1	  308.8	 3619.0	...
12645114	  507.5	  308.7	 3621.0	...
12645115	  507.9	  308.5	 3623.0	...
12645116	  508.2	  307.4	 3620.0	...
12645117	  508.2	  308.0	 3621.0	...
12645118	  508.1	  308.6	 3620.0	...
12645119	  508.3	  309.0	 3620.0	...
12645120	  508.2	  309.4	 3621.0	...
12645121	  508.5	  309.3	 3619.0	...
12645122	  508.3	  309.8	 3619.0	...
12645123	  508.6	  309.5	 3619.0	...
12645124	  508.6	  309.5	 3624.0	...
12645125	  509.4	  309.1	 3622.0	...
12645126	  509.4	  308.8	 3624.0	...
12645127	  510.3	  308.7	 3615.0	...
12645128	  511.3	  308.7	 3605.0	...
12645129	  511.2	  308.7	 3605.0	...
12645130	  511.2	  309.0	 3613.0	...
12645131	  511.6	  309.1	 3611.0	...
12645132	  511.7	  309.2	 3615.0	...
12645133	  511.6	  309.6	 3616.0	...
12645134	  512.2	  309.3	 3617.0	...
12645135	  512.2	  309.4	 3621.0	...
12645136	  512.3	  309.0	 3618.0	...
12645137	  512.3	  309.1	 3622.0	...
12645138	  512.3	  308.7	 3626.0	...
12645139	  512.1	  309.1	 3629.0	...
12645140	  512.0	  309.5	 3623.0	...
12645141	  511.8	  309.7	 3624.0	...
12645142	  511.6	  309.6	 3625.0	...
12645143	  512.1	  309.4	 3623.0	...
12645144	  512.3	  309.4	 3621.0	...
12645145	  512.4	  309.5	 3618.0	...
12645146	  512.5	  309.5	 3615.0	...
12645147	  513.0	  309.5	 3617.0	...
12645148	  513.3	  309.3	 3619.0	...
12645149	  513.6	  309.2	 3626.0	...
12645150	  514.1	  309.0	 3623.0	...
12645151	  514.4	  309.4	 3624.0	...
12645152	  514.7	  309.6	 3624.0	...
12645153	  514.5	  309.6	 3624.0	...
12645154	  514.6	  309.7	 3623.0	...
12645155	  514.8	  309.9	 3626.0	...
12645156	  515.1	  309.6	 3624.0	...
12645157	  515.1	  309.3	 3634.0	...
12645158	  515.1	  309.7	 3630.0	...
12645159	  515.6	  309.6	 3630.0	...
12645160	  515.7	  309.8	 3630.0	...
12645161	  515.6	  310.0	 3631.0	...
12645162	  515.7	  310.4	 3631.0	...
12645163	  515.9	  310.3	 3626.0	...
12645164	  515.9	  310.4	 3622.0	...
12645165	  516.0	  310.4	 3622.0	...
12645166	  516.3	  310.5	 3615.0	...
12645167	  516.5	  310.6	 3609.0	...
12645168	  517.4	  310.6	 3608.0	...
12645169	  517.2	  310.6	 3615.0	...
12645170	  517.6	  310.4	 3613.0	...
12645171	  517.7	  310.3	 3611.0	...
12645172	  517.8	  310.3	 3613.0	...
12645173	  517.8	  310.1	 3615.0	...
12645174	  518.3	  309.8	 3619.0	...
12645175	  518.5	  309.1	 3613.0	...
12645176	  518.8	  309.1	 3607.0	...
12645177	  519.3	  309.1	 3610.0	...
12645178	  519.4	  309.2	 3613.0	...
12645179	  519.6	  309.6	 3611.0	...
12645180	  520.2	  309.9	 3609.0	...
12645181	  520.3	  309.5	 3609.0	...
12645182	  520.1	  309.7	 3609.0	...
12645183	  520.3	  309.7	 3608.0	...
12645184	  520.5	  309.6	 3607.0	...
12645185	  520.5	  309.2	 3609.0	...
12645186	  520.8	  309.1	 3610.0	...
12645187	  520.5	  309.2	 3616.0	...
12645188	  520.7	  309.3	 3614.0	...
12645189	  520.8	  309.6	 3613.0	...
12645190	  520.8	  309.5	 3607.0	...
12645191	  520.9	  309.9	 3604.0	...
12645192	  520.8	  310.0	 3611.0	...
12645193	  521.4	  309.9	 3611.0	...
12645194	  521.6	  310.0	 3616.0	...
12645195	  521.8	  310.1	 3613.0	...
12645196	  522.1	  309.8	 3617.0	...
12645197	  522.4	  309.5	 3607.0	...
12645198	  522.6	  309.5	 3603.0	...
12645199	  523.1	  309.6	 3601.0	...
12645200	  523.3	  309.7	 3602.0	...
12645201	  523.5	  309.9	 3603.0	...
12645202	  523.6	  309.7	 3604.0	...
12645203	  523.8	  309.5	 3604.0	...
12645204	  525.4	  309.0	 3613.0	...
12645205	  525.2	  308.6	 3613.0	...
12645206	  525.5	  308.6	 3613.0	...
12645207	  525.8	  308.6	 3610.0	...
12645208	  526.1	  308.6	 3607.0	...
12645209	  526.4	  308.6	 3588.0	...
12645210	  526.6	  308.7	 3583.0	...
12645211	  526.7	  308.7	 3578.0	...
12645212	  526.8	  308.6	 3574.0	...
12645213	  526.5	  308.6	 3570.0	...
12645214	  526.8	  308.6	 3561.0	...
12645215	  527.1	  308.8	 3551.0	...
12645216	  527.2	  309.0	 3553.0	...
12645217	  527.3	  309.0	 3552.0	...
12645218	  527.1	  309.1	 3557.0	...
12645219	  527.7	  309.1	 3557.0	...
12645220	  527.8	  309.1	 3556.0	...
12645221	  528.0	  309.1	 3554.0	...
12645222	  528.0	  309.3	 3555.0	...
12645223	  528.0	  309.3	 3552.0	...
12645224	  528.3	  309.3	 3549.0	...
12645225	  528.5	  309.3	 3546.0	...
12645226	  528.6	  308.8	 3544.0	...
12645227	  530.1	  308.6	 3542.0	...
12645228	  530.4	  308.4	 3542.0	...
12645229	  530.8	  308.5	 3542.0	...
12645230	  530.8	  308.7	 3545.0	...
12645231	  530.8	  308.8	 3548.0	...
12645232	  530.8	  308.1	 3553.0	...
12645233	  530.9	  308.3	 3555.0	...
12645234	  531.1	  308.3	 3556.0	...
12645235	  531.0	  308.4	 3556.0	...
12645236	  531.7	  308.4	 3555.0	...
12645237	  531.6	  308.5	 3558.0	...
12645238	  532.1	  308.2	 3552.0	...
12645239	  532.3	  308.7	 3546.0	...
12645240	  532.5	  308.8	 3545.0	...
12645241	  532.9	  308.9	 3546.0	...
12645242	  533.3	  309.3	 3539.0	...
12645243	  533.9	  309.4	 3544.0	...
12645244	  533.8	  309.5	 3541.0	...
12645245	  535.0	  309.4	 3539.0	...
12645246	  535.0	  309.8	 3540.0	...
12645247	  535.2	  309.6	 3540.0	...
12645248	  535.1	  310.1	 3545.0	...
12645249	  535.2	  310.0	 3550.0	...
12645250	  535.4	  309.9	 3560.0	...
12645251	  535.3	  310.2	 3561.0	...
12645252	  535.2	  310.1	 3560.0	...
12645253	  535.1	  310.2	 3561.0	...
12645254	  535.5	  310.4	 3551.0	...
12645255	  535.2	  310.8	 3540.0	...
12645256	  535.4	  310.7	 3542.0	...
12645257	  535.6	  310.8	 3536.0	...
12645258	  536.3	  310.4	 3536.0	...
12645259	  536.4	  310.5	 3537.0	...
12645260	  536.9	  310.4	 3531.0	...
12645261	  537.2	  310.5	 3533.0	...
12645262	  537.5	  310.7	 3529.0	...
12645263	  537.5	  310.6	 3531.0	...
12645264	  537.2	  310.9	 3534.0	...
12645265	  536.8	  310.8	 3535.0	...
12645266	  537.0	  310.9	 3537.0	...
12645267	  537.2	  310.9	 3533.0	...
12645268	  537.6	  310.8	 3536.0	...
12645269	  537.8	  310.7	 3536.0	...
12645270	  538.2	  310.2	 3535.0	...
12645271	  538.3	  310.2	 3540.0	...
12645272	  538.5	  310.2	 3545.0	...
12645273	  539.1	  310.4	 3548.0	...
12645274	  539.6	  310.2	 3551.0	...
12645275	  539.6	  310.1	 3552.0	...
12645276	  539.7	  310.1	 3549.0	...
12645277	  539.9	  310.0	 3552.0	...
12645278	  540.3	  309.9	 3549.0	...
12645279	  540.3	  309.8	 3550.0	...
12645280	  540.4	  309.5	 3547.0	...
12645281	  541.5	  309.8	 3544.0	...
12645282	  541.9	  309.7	 3535.0	...
12645283	  542.4	  309.6	 3537.0	...
12645284	  542.7	  309.7	 3534.0	...
12645285	  542.9	  309.6	 3531.0	...
12645286	  544.0	  309.5	 3528.0	...
12645287	  543.8	  309.8	 3526.0	...
12645288	  543.6	  310.2	 3524.0	...
12645289	  543.1	  310.2	 3524.0	...
12645290	  543.3	  310.3	 3525.0	...
12645291	  543.1	  310.6	 3519.0	...
12645292	  543.2	  310.4	 3519.0	...
12645293	  543.3	  310.2	 3518.0	...
12645294	  543.7	  310.0	 3507.0	...
12645295	  543.9	  310.0	 3506.0	...
12645296	  543.8	  310.0	 3509.0	...
12645297	  544.3	  309.8	 3513.0	...
12645298	  544.7	  309.6	 3513.0	...
12645299	  544.7	  309.9	 3513.0	...
12645300	  545.1	  309.8	 3510.0	...
12645301	  545.3	  309.7	 3509.0	...
12645302	  545.4	  309.7	 3508.0	...
12645303	  546.0	  309.7	 3499.0	...
12645304	  546.6	  309.8	 3500.0	...
12645305	  546.6	  309.5	 3501.0	...
12645306	  546.7	  309.7	 3503.0	...
12645307	  547.1	  309.9	 3505.0	...
12645308	  546.9	  310.1	 3506.0	...
12645309	  547.2	  310.2	 3502.0	...
12645310	  547.6	  310.3	 3499.0	...
12645311	  548.4	  310.1	 3501.0	...
12645312	  548.6	  310.7	 3500.0	...
12645313	  548.7	  310.5	 3503.0	...
12645314	  548.3	  310.5	 3505.0	...
12645315	  548.6	  310.4	 3503.0	...
12645316	  548.6	  310.4	 3504.0	...
12645317	  548.6	  310.5	 3504.0	...
12645318	  548.7	  310.6	 3506.0	...
12645319	  548.6	  310.5	 3508.0	...
12645320	  548.5	  311.1	 3507.0	...
12645321	  549.1	  311.0	 3506.0	...
12645322	  549.3	  311.1	 3499.0	...
12645323	  549.5	  311.2	 3484.0	...
12645324	  551.0	  311.5	 3479.0	...
12645325	  550.8	  311.5	 3486.0	...
12645326	  551.0	  311.4	 3488.0	...
12645327	  550.6	  311.5	 3488.0	...
12645328	  550.9	  311.4	 3488.0	...
12645329	  550.7	  311.8	 3493.0	...
12645330	  550.7	  311.8	 3486.0	...
12645331	  550.7	  311.9	 3480.0	...
12645332	  550.9	  311.9	 3479.0	...
12645333	  551.0	  311.9	 3478.0	...
12645334	  551.1	  311.4	 3474.0	...
12645335	  552.9	  310.9	 3471.0	...
12645336	  552.9	  311.2	 3475.0	...
12645337	  552.8	  311.5	 3479.0	...
12645338	  553.1	  311.2	 3487.0	...
12645339	  553.4	  311.1	 3495.0	...
12645340	  553.5	  311.1	 3493.0	...
12645341	  553.6	  311.1	 3491.0	...
12645342	  553.7	  311.2	 3493.0	...
12645343	  553.7	  311.4	 3488.0	...
12645344	  554.5	  311.4	 3486.0	...
12645345	  554.6	  311.2	 3487.0	...
12645346	  554.6	  311.2	 3487.0	...
12645347	  555.3	  311.2	 3487.0	...
12645348	  555.4	  311.1	 3485.0	...
12645349	  555.5	  311.1	 3491.0	...
12645350	  556.0	  310.8	 3491.0	...
12645351	  556.4	  310.6	 3488.0	...
12645352	  556.6	  310.9	 3486.0	...
12645353	  556.6	  311.0	 3484.0	...
12645354	  556.7	  311.0	 3480.0	...
12645355	  556.8	  311.0	 3479.0	...
12645356	  557.1	  310.9	 3478.0	...
12645357	  557.2	  310.9	 3480.0	...
12645358	  557.3	  310.6	 3482.0	...
